 TITLE ="GEORGIA TECH TEST PIT GRID (linear elastic)                                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  475, E=  140, F=FEPOINT, ET=QUADRILATERAL
 77.55000305 43.00000000  0.00000000 -0.00515100    -0.0000298     0.0000000    -0.0000805    -0.0000023    -1.0722435    -0.9447070    -1.2895239    -0.0048879
  0.00000000 44.00000000  0.00000000 -0.01585721     0.0002116     0.0002116    -0.0006824    -0.0000002    -1.3155786    -1.3155786    -5.1470793    -0.0003330
  0.69999999 44.00000000  0.00014760 -0.01584797     0.0002101     0.0002109    -0.0006812     0.0000340    -1.3297455    -1.3266643    -5.1498421     0.0728950
  1.39999998 44.00000000  0.00029420 -0.01582004     0.0002096     0.0002101    -0.0006779     0.0000689    -1.3143019    -1.3120363    -5.1179314     0.1477042
  2.97499990 44.00000000  0.00061598 -0.01569085     0.0001981     0.0002071    -0.0006634     0.0001392    -1.3649933    -1.3265626    -5.0571884     0.2983260
  4.55000019 44.00000000  0.00091817 -0.01547652     0.0001852     0.0002018    -0.0006402     0.0002092    -1.3760599    -1.3050613    -4.9135149     0.4483729
  7.05000019 44.00000000  0.00133798 -0.01498364     0.0001510     0.0001898    -0.0005886     0.0002787    -1.4767782    -1.3107372    -4.6468365     0.5973058
  9.55000019 44.00000000  0.00167338 -0.01435636     0.0001138     0.0001752    -0.0005297     0.0003417    -1.5753124    -1.3121268    -4.3333433     0.7322668
 13.55000019 44.00000000  0.00201945 -0.01317773     0.0000627     0.0001490    -0.0004305     0.0003447    -1.6069413    -1.2368523    -3.7207386     0.7386868
 17.54999924 44.00000000  0.00217484 -0.01196967     0.0000121     0.0001239    -0.0003466     0.0003340    -1.7530889    -1.2738090    -3.2902675     0.7157552
 25.04999924 44.00000000  0.00212592 -0.00987465    -0.0000222     0.0000849    -0.0002330     0.0002419    -1.5550818    -1.0961661    -2.4583374     0.5182759
 32.54999924 44.00000000  0.00184163 -0.00823059    -0.0000511     0.0000566    -0.0001616     0.0001548    -1.5568682    -1.0954837    -2.0305206     0.3316761
 42.54999924 44.00000000  0.00136089 -0.00675653    -0.0000476     0.0000320    -0.0001128     0.0000810    -1.3043416    -0.9633226    -1.5837163     0.1735402
 52.54999924 44.00000000  0.00088988 -0.00587774    -0.0000447     0.0000169    -0.0000893     0.0000253    -1.1947447    -0.9306774    -1.3859586     0.0541211
 65.05000305 44.00000000  0.00040023 -0.00537650    -0.0000356     0.0000062    -0.0000789     0.0000095    -1.0813222    -0.9024025    -1.2669745     0.0204124
 77.55000305 44.00000000  0.00000000 -0.00522950    -0.0000284     0.0000000    -0.0000764    -0.0000024    -1.0207786    -0.8988841    -1.2264317    -0.0051648
  0.00000000 45.00000000  0.00000000 -0.01655400     0.0002228     0.0002228    -0.0007110     0.0000001    -1.3198431    -1.3198431    -5.3220331     0.0001145
  1.39999998 45.00000000  0.00030962 -0.01651204     0.0002208     0.0002212    -0.0007066     0.0000770    -1.3223174    -1.3206018    -5.2965256     0.1650409
  4.55000019 45.00000000  0.00096224 -0.01612742     0.0001921     0.0002115    -0.0006619     0.0002326    -1.3911440    -1.3080205    -5.0511278     0.4984549
  9.55000019 45.00000000  0.00173035 -0.01488980     0.0001119     0.0001812    -0.0005360     0.0003687    -1.6028570    -1.3057006    -4.3792294     0.7900779
 17.54999924 45.00000000  0.00219763 -0.01231359     0.0000059     0.0001252    -0.0003400     0.0003443    -1.7644243    -1.2532466    -3.2470077     0.7376945
 32.54999924 45.00000000  0.00180897 -0.00838856    -0.0000526     0.0000556    -0.0001541     0.0001518    -1.5215110    -1.0577918    -1.9565941     0.3253288
 52.54999924 45.00000000  0.00085677 -0.00596459    -0.0000434     0.0000163    -0.0000846     0.0000220    -1.1424633    -0.8867891    -1.3190682     0.0471108
 77.55000305 45.00000000  0.00000000 -0.00530398    -0.0000270     0.0000000    -0.0000726    -0.0000025    -0.9695111    -0.8538703    -1.1651646    -0.0053900
  0.00000000 46.00000000  0.00000000 -0.01727926     0.0002350     0.0002350    -0.0009575    -0.0000002    -1.9107336    -1.9107336    -5.5103036    -0.0003238
  0.69999999 46.00000000  0.00016387 -0.01726781     0.0002332     0.0002341    -0.0009550     0.0000631    -1.9225706    -1.9195394    -5.5098719     0.0899210
  1.39999998 46.00000000  0.00032642 -0.01723316     0.0002328     0.0002332    -0.0009489     0.0001282    -1.8999007    -1.8986351    -5.4696720     0.1834445
  2.97499990 46.00000000  0.00068179 -0.01706895     0.0002170     0.0002292    -0.0009262     0.0002587    -1.9349638    -1.8958976    -5.3829910     0.3697775
  4.55000019 46.00000000  0.00101003 -0.01680034     0.0001989     0.0002220    -0.0008871     0.0003830    -1.9221553    -1.8481055    -5.1954354     0.5491933
  7.05000019 46.00000000  0.00145200 -0.01618820     0.0001555     0.0002060    -0.0008047     0.0005004    -1.9450542    -1.7827714    -4.8288942     0.7146778
  9.55000019 46.00000000  0.00178738 -0.01542829     0.0001089     0.0001872    -0.0007177     0.0005915    -1.9814543    -1.7300115    -4.4491230     0.8473085
 13.55000019 46.00000000  0.00210335 -0.01403457     0.0000530     0.0001552    -0.0005690     0.0005772    -1.8452753    -1.5165298    -3.6923720     0.8244384
